FID,ASS,Name,Kurzname,Haltestellenbereich,Koordinate,Betriebsbereich,Linien
haltestellen.fid-62cca9c6_1651d8457bd_69db,26921,Erlenweg,ERL,269,POINT (6.8954943507 50.9684749195),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_69dc,26922,Erlenweg,ERL,269,POINT (6.8956593228 50.9682032223),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_69dd,27021,Mühlenweg,MHL,270,POINT (6.891027379 50.9707682344),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_69de,27022,Mühlenweg,MHL,270,POINT (6.8940035241 50.9691666436),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_69df,27121,Ossendorf,OSD,271,POINT (6.9038504663 50.9773564884),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_69e0,27122,Ossendorf,OSD,271,POINT (6.9044555148 50.9770999634),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_69e1,27211,Rektor-Klein-Str.,RKL,272,POINT (6.9047600685 50.9734805757),STRAB,5
haltestellen.fid-62cca9c6_1651d8457bd_69e2,27212,Rektor-Klein-Str.,RKL,272,POINT (6.9047865869 50.9739737309),STRAB,5
haltestellen.fid-62cca9c6_1651d8457bd_69e3,27311,Margaretastr.,MAR,273,POINT (6.9055365947 50.9681266568),STRAB,5
haltestellen.fid-62cca9c6_1651d8457bd_69e4,27312,Margaretastr.,MAR,273,POINT (6.9054568144 50.968728529),STRAB,5
haltestellen.fid-62cca9c6_1651d8457bd_69e5,27411,Alter Flughafen Butzweilerhof,KOE,274,POINT (6.8986242362 50.9774795728),STRAB,5
haltestellen.fid-62cca9c6_1651d8457bd_69e6,27412,Alter Flughafen Butzweilerhof,KOE,274,POINT (6.8978499204 50.9775464896),STRAB,5
haltestellen.fid-62cca9c6_1651d8457bd_69e7,27421,Alter Flughafen Butzweilerhof,KOE,274,POINT (6.8976359594 50.9777289887),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_69e8,27422,Alter Flughafen Butzweilerhof,KOE,274,POINT (6.89793036 50.9776548738),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_69e9,27521,Hugo-Eckener-Str.,HES,275,POINT (6.8923332092 50.9776277277),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_69ea,27522,Hugo-Eckener-Str.,HES,275,POINT (6.8919360374 50.9775110136),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_69eb,27523,Hugo-Eckener-Str.,HES,275,POINT (6.8908582067 50.9768499327),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_69ec,27524,Hugo-Eckener-Str.,HES,275,POINT (6.8910638105 50.97668888),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_69ed,27621,Blériotstr.,BLE,276,POINT (6.8910118301 50.974223821),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_69ee,27622,Blériotstr.,BLE,276,POINT (6.8908868711 50.9741521319),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_69ef,27721,Von-Hünefeld-Str.,VHS,277,POINT (6.8852767429 50.9773355573),BUS,127 139
haltestellen.fid-62cca9c6_1651d8457bd_69f0,27722,Von-Hünefeld-Str.,VHS,277,POINT (6.8854889477 50.9772460447),BUS,127 139
haltestellen.fid-62cca9c6_1651d8457bd_69f1,27821,Mathias-Brüggen-Str.,MBS,278,POINT (6.885241621 50.9830082979),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_69f2,27822,Mathias-Brüggen-Str.,MBS,278,POINT (6.8849748836 50.9827860869),BUS,139
haltestellen.fid-62cca9c6_1651d8457bd_69f3,28211,Wolffsohnstr.,WOF,282,POINT (6.8847907768 50.9650232247),STRAB,3 4
haltestellen.fid-62cca9c6_1651d8457bd_69f4,28212,Wolffsohnstr.,WOF,282,POINT (6.8842363995 50.9653598916),STRAB,3 4
haltestellen.fid-62cca9c6_1651d8457bd_69f5,28311,Westfriedhof,WSF,283,POINT (6.8787729614 50.9673319468),STRAB,3 4
haltestellen.fid-62cca9c6_1651d8457bd_69f6,28312,Westfriedhof,WSF,283,POINT (6.8781529177 50.9676077631),STRAB,3 4
haltestellen.fid-62cca9c6_1651d8457bd_69f7,28421,Lacher Broch,LAB,284,POINT (7.0414406144 50.9585709467),BUS,159E
haltestellen.fid-62cca9c6_1651d8457bd_69f8,28422,Lacher Broch,LAB,284,POINT (7.0406168983 50.9583219425),BUS,159E
haltestellen.fid-62cca9c6_1651d8457bd_69f9,28521,Kolkrabenweg,VOG,285,POINT (6.8787027544 50.964427735),BUS,143
haltestellen.fid-62cca9c6_1651d8457bd_69fa,28523,Kolkrabenweg,VOG,285,POINT (6.8792769979 50.9649031476),BUS,141
haltestellen.fid-62cca9c6_1651d8457bd_69fb,28525,Kolkrabenweg,VOG,285,POINT (6.8787027544 50.964427735),BUS,141
haltestellen.fid-62cca9c6_1651d8457bd_69fc,28621,Steinkauzweg,SKW,286,POINT (6.8746424672 50.9634468659),BUS,141 143
haltestellen.fid-62cca9c6_1651d8457bd_69fd,28622,Steinkauzweg,SKW,286,POINT (6.8755768026 50.9633238367),BUS,141 143
haltestellen.fid-62cca9c6_1651d8457bd_69fe,28721,Bachstelzenweg,BAC,287,POINT (6.8721271594 50.9614466903),BUS,141 143
haltestellen.fid-62cca9c6_1651d8457bd_69ff,28722,Bachstelzenweg,BAC,287,POINT (6.8724266953 50.9612993439),BUS,141 143
haltestellen.fid-62cca9c6_1651d8457bd_6a00,28821,Goldammerweg,GAW,288,POINT (6.8741462773 50.9579691306),BUS,141 143
haltestellen.fid-62cca9c6_1651d8457bd_6a01,28822,Goldammerweg,GAW,288,POINT (6.873208159 50.9583113488),BUS,141 143
haltestellen.fid-62cca9c6_1651d8457bd_6a02,28921,Vogelsanger Markt,VSM,289,POINT (6.881963875 50.9556691221),BUS,141 143
haltestellen.fid-62cca9c6_1651d8457bd_6a03,28922,Vogelsanger Markt,VSM,289,POINT (6.8810130406 50.9556421549),BUS,141 143
haltestellen.fid-62cca9c6_1651d8457bd_6a04,29021,Falkenweg,FAL,290,POINT (6.8845698055 50.9555607766),BUS,141 143
haltestellen.fid-62cca9c6_1651d8457bd_6a05,29022,Falkenweg,FAL,290,POINT (6.8855307379 50.9555691907),BUS,141 143
haltestellen.fid-62cca9c6_1651d8457bd_6a06,29111,Bocklemünd,BOC,291,POINT (6.8733516998 50.9692029764),STRAB,3 4
haltestellen.fid-62cca9c6_1651d8457bd_6a07,29112,Bocklemünd,BOC,291,POINT (6.8726946487 50.9694520079),STRAB,3 4
haltestellen.fid-62cca9c6_1651d8457bd_6a08,29121,Bocklemünd,BOC,291,POINT (6.8727526709 50.9692888377),BUS,126 143 145
haltestellen.fid-62cca9c6_1651d8457bd_6a09,29122,Bocklemünd,BOC,291,POINT (6.8733288055 50.9693175005),BUS,126 143 145
haltestellen.fid-62cca9c6_1651d8457bd_6a0a,29221,WDR,WDR,292,POINT (6.8567268063 50.970018809),BUS,145
haltestellen.fid-62cca9c6_1651d8457bd_6a0b,29222,WDR,WDR,292,POINT (6.8570770831 50.9699813483),BUS,145
haltestellen.fid-62cca9c6_1651d8457bd_6a0c,29321,Grevenbroicher Str.,GRE,293,POINT (6.8660731832 50.9726630342),BUS,126
haltestellen.fid-62cca9c6_1651d8457bd_6a0d,29322,Grevenbroicher Str.,GRE,293,POINT (6.86575681 50.9729207709),BUS,126
haltestellen.fid-62cca9c6_1651d8457bd_6a0e,29421,Nattermannallee,NAT,294,POINT (6.8604499745 50.9774610487),BUS,126
haltestellen.fid-62cca9c6_1651d8457bd_6a0f,29422,Nattermannallee,NAT,294,POINT (6.8605632811 50.9779960991),BUS,126
haltestellen.fid-62cca9c6_1651d8457bd_6a10,29521,Dohmengasse,DOH,295,POINT (6.8578501773 50.9805802901),BUS,126
haltestellen.fid-62cca9c6_1651d8457bd_6a11,29522,Dohmengasse,DOH,295,POINT (6.8595179828 50.9809639723),BUS,126
haltestellen.fid-62cca9c6_1651d8457bd_6a12,29621,Kochwiesenstr.,KWS,296,POINT (7.0497332364 50.9632777131),BUS,159E
haltestellen.fid-62cca9c6_1651d8457bd_6a13,29622,Kochwiesenstr.,KWS,296,POINT (7.0497332364 50.9632777131),BUS,159E
haltestellen.fid-62cca9c6_1651d8457bd_6a14,29721,Auweilerweg,AWW,297,POINT (6.8589531756 50.9868941274),BUS,126
haltestellen.fid-62cca9c6_1651d8457bd_6a15,29722,Auweilerweg,AWW,297,POINT (6.8588235557 50.9869457137),BUS,126
haltestellen.fid-62cca9c6_1651d8457bd_6a16,29811,Ollenhauerring,OHR,298,POINT (6.8711156877 50.975684639),STRAB,3
haltestellen.fid-62cca9c6_1651d8457bd_6a17,29812,Ollenhauerring,OHR,298,POINT (6.8713204535 50.9760572087),STRAB,3
haltestellen.fid-62cca9c6_1651d8457bd_6a18,29821,Ollenhauerring,OHR,298,POINT (6.8708154848 50.9764080244),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a19,29822,Ollenhauerring,OHR,298,POINT (6.8710610756 50.9762805631),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a1a,29921,Nüssenberger Str.,NUS,299,POINT (6.8646313854 50.9773530385),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a1b,29922,Nüssenberger Str.,NUS,299,POINT (6.8655991986 50.9766683158),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a1c,30021,Börnestr.,GOZ,300,POINT (6.8652539958 50.9798458185),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a1d,30022,Börnestr.,GOZ,300,POINT (6.865169995 50.9798663176),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a1e,30121,Heinrich-Mann-Str.,HMS,301,POINT (6.8651880284 50.9836499869),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a1f,30122,Heinrich-Mann-Str.,HMS,301,POINT (6.8651962849 50.9830663493),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a20,30221,Buschweg,BCH,302,POINT (6.8602210418 50.9845743871),BUS,126
haltestellen.fid-62cca9c6_1651d8457bd_6a21,30222,Buschweg,BCH,302,POINT (6.8606805335 50.9838652791),BUS,126
haltestellen.fid-62cca9c6_1651d8457bd_6a22,30311,Neusser Str./Gürtel,NSG,303,POINT (6.9513443152 50.972558269),STRAB,12 15
haltestellen.fid-62cca9c6_1651d8457bd_6a23,30312,Neusser Str./Gürtel,NSG,303,POINT (6.9515341961 50.9719659457),STRAB,12 15
haltestellen.fid-62cca9c6_1651d8457bd_6a24,30313,Neusser Str./Gürtel,NSG,303,POINT (6.9518951318 50.9723807724),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6a25,30314,Neusser Str./Gürtel,NSG,303,POINT (6.95091577 50.9722879527),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6a26,30321,Neusser Str./Gürtel,NSG,303,POINT (6.9511110904 50.9728277661),BUS,121
haltestellen.fid-62cca9c6_1651d8457bd_6a27,30322,Neusser Str./Gürtel,NSG,303,POINT (6.9511110904 50.9728277661),BUS,140 147 186
haltestellen.fid-62cca9c6_1651d8457bd_6a28,30323,Neusser Str./Gürtel,NSG,303,POINT (6.951585046 50.9725777818),BUS,121 140 147
haltestellen.fid-62cca9c6_1651d8457bd_6a29,30324,Neusser Str./Gürtel,NSG,303,POINT (6.951585046 50.9725777818),BUS,140 147
haltestellen.fid-62cca9c6_1651d8457bd_6a2a,30411,Florastr.,FLO,304,POINT (6.9536992834 50.9647933644),STRAB,12 15
haltestellen.fid-62cca9c6_1651d8457bd_6a2b,30412,Florastr.,FLO,304,POINT (6.9537613959 50.9642161557),STRAB,12 15
haltestellen.fid-62cca9c6_1651d8457bd_6a2c,30421,Florastr.,FLO,304,POINT (6.9537305992 50.9650724493),BUS,147 186
haltestellen.fid-62cca9c6_1651d8457bd_6a2d,30422,Florastr.,FLO,304,POINT (6.9536252357 50.9648643763),BUS,147 186
haltestellen.fid-62cca9c6_1651d8457bd_6a2e,30511,Lohsestr.,LOH,305,POINT (6.9551338824 50.9585057929),STRAB,12 15
haltestellen.fid-62cca9c6_1651d8457bd_6a2f,30512,Lohsestr.,LOH,305,POINT (6.955381416 50.9578692338),STRAB,12 15
haltestellen.fid-62cca9c6_1651d8457bd_6a30,30621,Nordstr.,NOR,306,POINT (6.9532527645 50.9676416784),BUS,140 147 186
haltestellen.fid-62cca9c6_1651d8457bd_6a31,30622,Nordstr.,NOR,306,POINT (6.9531176378 50.9674787715),BUS,140 147 186
haltestellen.fid-62cca9c6_1651d8457bd_6a32,30721,Leipziger Platz,LZP,307,POINT (6.955677661 50.9664610125),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a33,30722,Leipziger Platz,LZP,307,POINT (6.955847063 50.9664110952),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a34,30821,Niehler Str.,NST,308,POINT (6.9595487245 50.9675330549),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a35,30822,Niehler Str.,NST,308,POINT (6.9590055189 50.9673277675),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a36,30921,Kretzerstr.,KTZ,309,POINT (6.9641316247 50.9669296197),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a37,30922,Kretzerstr.,KTZ,309,POINT (6.9628332529 50.967088827),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a38,31021,Bergstr.,BES,310,POINT (6.9463806896 50.9737802943),BUS,121
haltestellen.fid-62cca9c6_1651d8457bd_6a39,31022,Bergstr.,BES,310,POINT (6.946358221 50.973230562),BUS,121
haltestellen.fid-62cca9c6_1651d8457bd_6a3a,31121,Sechzigstr.,SEC,311,POINT (6.9446910871 50.9582068565),BUS,127 142
haltestellen.fid-62cca9c6_1651d8457bd_6a3b,31122,Sechzigstr.,SEC,311,POINT (6.9445749004 50.9593422513),BUS,127 142
haltestellen.fid-62cca9c6_1651d8457bd_6a3c,31221,Merheimer Platz,MHP,312,POINT (6.9496982117 50.9577355728),BUS,127 142
haltestellen.fid-62cca9c6_1651d8457bd_6a3d,31222,Merheimer Platz,MHP,312,POINT (6.9499859729 50.9578268759),BUS,127 142
haltestellen.fid-62cca9c6_1651d8457bd_6a3e,31311,Zoo/Flora,ZOO,313,POINT (6.9746136126 50.9580257435),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6a3f,31312,Zoo/Flora,ZOO,313,POINT (6.9741058146 50.957776801),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6a40,31321,Zoo/Flora,ZOO,313,POINT (6.971922167 50.9584749367),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a41,31322,Zoo/Flora,ZOO,313,POINT (6.9716138288 50.9584332457),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a42,31411,Boltensternstr.,BOT,314,POINT (6.9810840453 50.9624309575),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6a43,31412,Boltensternstr.,BOT,314,POINT (6.9804118422 50.9621782109),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6a44,31511,Slabystr.,SLA,315,POINT (6.9878473117 50.9661127197),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6a45,31512,Slabystr.,SLA,315,POINT (6.9876738681 50.9657198539),STRAB,18
haltestellen.fid-62cca9c6_1651d8457bd_6a46,31513,Slabystr.,SLA,315,POINT (6.9880230419 50.9669734766),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6a47,31514,Slabystr.,SLA,315,POINT (6.9881676728 50.9676311592),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6a48,31611,Kinderkrankenhaus,KKR,316,POINT (6.9685710777 50.9635655857),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6a49,31612,Kinderkrankenhaus,KKR,316,POINT (6.9683619292 50.9630842901),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6a4a,31711,Amsterdamer Str./Gürtel,AMG,317,POINT (6.969563341 50.9708508462),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6a4b,31712,Amsterdamer Str./Gürtel,AMG,317,POINT (6.9686314325 50.9708717815),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6a4c,31713,Amsterdamer Str./Gürtel,AMG,317,POINT (6.9692147015 50.9712250372),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6a4d,31714,Amsterdamer Str./Gürtel,AMG,317,POINT (6.9690480194 50.9707097665),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6a4e,31721,Amsterdamer Str./Gürtel,AMG,317,POINT (6.9689565802 50.9708107942),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a4f,31722,Amsterdamer Str./Gürtel,AMG,317,POINT (6.9693242587 50.9707446099),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a50,31821,Bodinusstr.,BOD,318,POINT (6.9737609696 50.9612416734),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a51,31822,Bodinusstr.,BOD,318,POINT (6.9739104443 50.9616357639),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a52,31921,Riehler Gürtel,RIG,319,POINT (6.9764859821 50.9643065928),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a53,31922,Riehler Gürtel,RIG,319,POINT (6.9768509898 50.965014967),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a54,32021,Seniorenzentrum Riehl,RHE,320,POINT (6.9800721691 50.9666663102),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a55,32022,Seniorenzentrum Riehl,RHE,320,POINT (6.9790396111 50.9679580161),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a56,32121,Kleingartenanlage Ostheim,KGO,321,POINT (7.0345710311 50.921976252),BUS,191
haltestellen.fid-62cca9c6_1651d8457bd_6a57,32122,Kleingartenanlage Ostheim,KGO,321,POINT (7.0346498893 50.9220599621),BUS,191
haltestellen.fid-62cca9c6_1651d8457bd_6a58,32321,Xantener Str.,XAN,323,POINT (6.9679166342 50.9661768562),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a59,32322,Xantener Str.,XAN,323,POINT (6.9690599545 50.9664399388),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a5a,32511,Geldernstr./Parkgürtel,GSP,325,POINT (6.9408371539 50.9684206072),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6a5b,32512,Geldernstr./Parkgürtel,GSP,325,POINT (6.9399221024 50.9683478055),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6a5c,32521,Geldernstr./Parkgürtel,GSP,325,POINT (6.9399355857 50.9686900756),BUS,121 127 147
haltestellen.fid-62cca9c6_1651d8457bd_6a5d,32522,Geldernstr./Parkgürtel,GSP,325,POINT (6.9399327794 50.9689916764),BUS,121 127 147
haltestellen.fid-62cca9c6_1651d8457bd_6a5e,32611,Escher Str.,ECH,326,POINT (6.9340416422 50.9647995665),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6a5f,32612,Escher Str.,ECH,326,POINT (6.9334421241 50.9643291958),STRAB,13
haltestellen.fid-62cca9c6_1651d8457bd_6a60,32721,Nievenheimer Str.,NIV,327,POINT (6.940281057 50.9628099405),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a61,32722,Nievenheimer Str.,NIV,327,POINT (6.9403819555 50.9623802),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a62,32821,Ludwigsburger Str.,LUD,328,POINT (6.9401967631 50.9655041509),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a63,32822,Ludwigsburger Str.,LUD,328,POINT (6.9401890603 50.9657780546),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a64,32921,Frankenthaler Str.,FKT,329,POINT (6.9366648688 50.9689338839),BUS,127 147
haltestellen.fid-62cca9c6_1651d8457bd_6a65,32922,Frankenthaler Str.,FKT,329,POINT (6.9357949961 50.9690049388),BUS,127 147
haltestellen.fid-62cca9c6_1651d8457bd_6a66,33021,Ebernburgweg,EBE,330,POINT (6.9318818624 50.9690110615),BUS,127 147
haltestellen.fid-62cca9c6_1651d8457bd_6a67,33022,Ebernburgweg,EBE,330,POINT (6.9324879714 50.9690838524),BUS,127 147
haltestellen.fid-62cca9c6_1651d8457bd_6a68,33121,Alzeyer Str.,AZY,331,POINT (6.9271665925 50.970352779),BUS,127 147
haltestellen.fid-62cca9c6_1651d8457bd_6a69,33122,Alzeyer Str.,AZY,331,POINT (6.9269680757 50.9696768812),BUS,127 147
haltestellen.fid-62cca9c6_1651d8457bd_6a6a,33221,Am Bilderstöckchen,ABS,332,POINT (6.926383194 50.9732971861),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a6b,33222,Am Bilderstöckchen,ABS,332,POINT (6.9259720807 50.973418765),BUS,127
haltestellen.fid-62cca9c6_1651d8457bd_6a6c,33223,Am Bilderstöckchen,ABS,332,POINT (6.9252135129 50.9731156896),BUS,127 147
haltestellen.fid-62cca9c6_1651d8457bd_6a6d,33224,Am Bilderstöckchen,ABS,332,POINT (6.925540794 50.9732961633),BUS,121 127 140
haltestellen.fid-62cca9c6_1651d8457bd_6a6e,33225,Am Bilderstöckchen,ABS,332,POINT (6.9252964179 50.9731476515),BUS,121 140
haltestellen.fid-62cca9c6_1651d8457bd_6a6f,33226,Am Bilderstöckchen,ABS,332,POINT (6.9252135129 50.9731156896),BUS,127 147
haltestellen.fid-62cca9c6_1651d8457bd_6a70,33421,Robert-Perthel-Str.,RPS,334,POINT (6.9184718869 50.9806505633),BUS,121
haltestellen.fid-62cca9c6_1651d8457bd_6a71,33422,Robert-Perthel-Str.,RPS,334,POINT (6.918838793 50.9802610181),BUS,121
haltestellen.fid-62cca9c6_1651d8457bd_6a72,33521,Longericher Str. Nord,LSN,335,POINT (6.9129192831 50.9837802121),BUS,121
haltestellen.fid-62cca9c6_1651d8457bd_6a73,33522,Longericher Str. Nord,LSN,335,POINT (6.9132276778 50.9834166198),BUS,121
haltestellen.fid-62cca9c6_1651d8457bd_6a74,33611,Mollwitzstr.,MOW,336,POINT (6.9487860378 50.9783943545),STRAB,12 15
haltestellen.fid-62cca9c6_1651d8457bd_6a75,33612,Mollwitzstr.,MOW,336,POINT (6.9489665362 50.9778869513),STRAB,12 15
haltestellen.fid-62cca9c6_1651d8457bd_6a76,33711,Scheibenstr.,SCE,337,POINT (6.9462360828 50.9858860924),STRAB,12 15
haltestellen.fid-62cca9c6_1651d8457bd_6a77,33712,Scheibenstr.,SCE,337,POINT (6.9465438863 50.9853979302),STRAB,12 15
haltestellen.fid-62cca9c6_1651d8457bd_6a78,33821,Nordfriedhof,NFH,338,POINT (6.9458367699 50.9759309314),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a79,33822,Nordfriedhof,NFH,338,POINT (6.9458443387 50.9758110882),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a7a,33921,Nibelungenplatz,NIB,339,POINT (6.9391824872 50.9748652912),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a7b,33922,Nibelungenplatz,NIB,339,POINT (6.9395555896 50.9745721141),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a7c,34021,Schmiedegasse,SDG,340,POINT (6.9354749743 50.977013878),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a7d,34022,Schmiedegasse,SDG,340,POINT (6.9362868428 50.9768760553),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a7e,34121,Etzelstr.,MAU,341,POINT (6.9320162668 50.9784191952),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a7f,34122,Etzelstr.,MAU,341,POINT (6.9317780423 50.9783363707),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a80,34211,Niehl,NIL,342,POINT (6.9553408349 50.9957591477),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_6a81,34212,Niehl,NIL,342,POINT (6.9556896833 50.9952573809),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_6a82,34213,Niehl,NIL,342,POINT (6.9549536955 50.994493252),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_6a83,34214,Niehl,NIL,342,POINT (6.9549558316 50.9944932894),STRAB,12
haltestellen.fid-62cca9c6_1651d8457bd_6a84,34221,Niehl,NIL,342,POINT (6.9562253157 50.9949674457),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a85,34222,Niehl,NIL,342,POINT (6.9558791089 50.9947413108),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a86,34311,Niehl Sebastianstr.,NIS,343,POINT (6.9615707725 50.9851206807),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6a87,34312,Niehl Sebastianstr.,NIS,343,POINT (6.9620618817 50.9847766993),STRAB,16
haltestellen.fid-62cca9c6_1651d8457bd_6a88,34321,Niehl Sebastianstr.,NIS,343,POINT (6.9611645981 50.9850317473),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a89,34322,Niehl Sebastianstr.,NIS,343,POINT (6.9609973688 50.9849363722),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a8a,34521,Friedrich-Karl-Str./Niehler Str.,FNI,345,POINT (6.9599418848 50.9747863453),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a8b,34522,Friedrich-Karl-Str./Niehler Str.,FNI,345,POINT (6.9597027624 50.9744893319),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a8c,34621,Drosselweg,DRO,346,POINT (6.9609001969 50.977003216),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a8d,34622,Drosselweg,DRO,346,POINT (6.9607018342 50.9769980431),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a8e,34721,Weidenpescher Str.,WPE,347,POINT (6.963452381 50.979451054),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a8f,34722,Weidenpescher Str.,WPE,347,POINT (6.96351098 50.9797918582),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a90,34821,Graditzer Str.,GDR,348,POINT (6.9608223977 50.9821860106),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a91,34822,Graditzer Str.,GDR,348,POINT (6.9607029734 50.9826613109),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a92,34921,Merkenicher Str.,MKS,349,POINT (6.961401814 50.9891880088),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a93,34922,Merkenicher Str.,MKS,349,POINT (6.9615210486 50.9900180496),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a94,35021,Halfengasse,HAL,350,POINT (6.9587938591 50.9924249725),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a95,35122,Niehler Damm,NID,351,POINT (6.9610216542 50.994203719),BUS,147
haltestellen.fid-62cca9c6_1651d8457bd_6a96,35221,Niehl Betriebshof Nord,RHN,352,POINT (6.9734220811 50.9750416747),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a97,35222,Niehl Betriebshof Nord,RHN,352,POINT (6.9731938844 50.9748188973),BUS,140
haltestellen.fid-62cca9c6_1651d8457bd_6a98,35421,St.-Joseph-Kirche,SJK,354,POINT (7.0028855931 50.886379929),BUS,130 131
